game_date,game_pk,team,player_name,batter,batter_pa_number_this_game,outs_when_up,runner_situation_start,runner_situation_before_final_pitch,runner_situation_changed_during_pa,events
2026-07-24,822952,CLE,"Bazzana, Travis",683953,3,0,empty,empty,1,field_out
2026-07-24,822952,CLE,"Arias, Gabriel",672356,3,1,empty,empty,1,single
2026-07-24,822952,CLE,"Hedges, Austin",595978,3,1,1B,1B,1,single
2026-07-24,822952,CLE,"Halpin, Petey",690984,3,1,1B+2B,1B+2B,1,strikeout
2026-07-24,822952,CLE,"Martínez, Angel",682657,4,2,1B+2B,1B+2B,1,field_out
2026-07-24,822952,CLE,"DeLauter, Chase",800050,4,0,empty,empty,1,field_out
2026-07-24,822952,CLE,"Hoskins, Rhys",656555,4,1,empty,empty,1,strikeout
2026-07-24,822952,CLE,"Rocchio, Brayan",677587,4,2,empty,empty,1,field_out
2026-07-24,822952,CLE,"Fry, David",681807,4,0,empty,empty,1,field_out
2026-07-24,822952,CLE,"Bazzana, Travis",683953,4,1,empty,empty,1,field_out
2026-07-24,822952,CLE,"Arias, Gabriel",672356,4,2,empty,empty,1,single
2026-07-24,822952,CLE,"Hedges, Austin",595978,4,2,1B,1B,1,home_run
2026-07-24,822952,CLE,"Halpin, Petey",690984,4,2,empty,empty,1,field_out
2026-07-25,822948,CLE,"Kwan, Steven",680757,1,0,empty,empty,1,single
2026-07-25,822948,CLE,"Ramírez, José",608070,1,0,1B,1B,1,field_out
2026-07-25,822948,CLE,"Bazzana, Travis",683953,1,1,1B,1B,1,grounded_into_double_play
2026-07-25,822948,CLE,"Rocchio, Brayan",677587,1,0,empty,empty,1,strikeout
2026-07-25,822948,CLE,"Martínez, Angel",682657,1,1,empty,empty,1,strikeout
2026-07-25,822948,CLE,"Manzardo, Kyle",700932,1,2,empty,empty,1,field_out
2026-07-25,822948,CLE,"Arias, Gabriel",672356,1,0,empty,empty,1,single
2026-07-25,822948,CLE,"Bailey, Patrick",672275,1,0,1B,1B,1,field_out
2026-07-25,822948,CLE,"Halpin, Petey",690984,1,1,1B,1B,1,field_out
2026-07-25,822948,CLE,"Kwan, Steven",680757,2,2,1B,1B,1,field_out
2026-07-25,822948,CLE,"Ramírez, José",608070,2,0,empty,empty,1,field_out
2026-07-25,822948,CLE,"Bazzana, Travis",683953,2,1,empty,empty,1,single
2026-07-25,822948,CLE,"Rocchio, Brayan",677587,2,1,1B,1B,1,field_out
2026-07-25,822948,CLE,"Martínez, Angel",682657,2,2,1B,1B,1,field_out
2026-07-25,822948,CLE,"Manzardo, Kyle",700932,2,0,empty,empty,1,field_out
2026-07-25,822948,CLE,"Arias, Gabriel",672356,2,1,empty,empty,1,strikeout
2026-07-25,822948,CLE,"Bailey, Patrick",672275,2,2,empty,empty,1,strikeout
2026-07-25,822948,CLE,"Halpin, Petey",690984,2,0,empty,empty,1,field_out
2026-07-25,822948,CLE,"Kwan, Steven",680757,3,1,empty,empty,1,strikeout
2026-07-25,822948,CLE,"Ramírez, José",608070,3,2,empty,empty,1,single
2026-07-25,822948,CLE,"Bazzana, Travis",683953,3,2,1B,1B,1,field_out
2026-07-25,822948,CLE,"Rocchio, Brayan",677587,3,0,empty,empty,1,field_out
2026-07-25,822948,CLE,"Martínez, Angel",682657,3,1,empty,empty,1,field_out
2026-07-25,822948,CLE,"Manzardo, Kyle",700932,3,2,empty,empty,1,strikeout
2026-07-25,822948,CLE,"Arias, Gabriel",672356,3,0,empty,empty,1,strikeout
2026-07-25,822948,CLE,"Hedges, Austin",595978,1,1,empty,empty,1,strikeout
2026-07-25,822948,CLE,"Fry, David",681807,1,2,empty,empty,1,walk
2026-07-25,822948,CLE,"Kwan, Steven",680757,4,2,1B,1B,1,field_out
2026-07-25,822948,CLE,"Ramírez, José",608070,4,0,empty,empty,1,field_out
2026-07-25,822948,CLE,"Bazzana, Travis",683953,4,1,empty,empty,1,single
2026-07-25,822948,CLE,"Rocchio, Brayan",677587,4,1,1B,1B,1,field_out
2026-07-25,822948,CLE,"Martínez, Angel",682657,4,2,1B,2B,0,field_out
2026-07-26,822950,CLE,"Kwan, Steven",680757,1,0,empty,empty,1,double
2026-07-26,822950,CLE,"Ramírez, José",608070,1,0,2B,2B,1,field_out
2026-07-26,822950,CLE,"DeLauter, Chase",800050,1,1,2B,2B,1,strikeout
2026-07-26,822950,CLE,"Rocchio, Brayan",677587,1,2,2B,2B,1,strikeout
2026-07-26,822950,CLE,"Bazzana, Travis",683953,1,0,empty,empty,1,field_out
2026-07-26,822950,CLE,"Martínez, Angel",682657,1,1,empty,empty,1,strikeout
2026-07-26,822950,CLE,"Manzardo, Kyle",700932,1,2,empty,empty,1,strikeout
2026-07-26,822950,CLE,"Hedges, Austin",595978,1,0,empty,empty,1,field_out
2026-07-26,822950,CLE,"Halpin, Petey",690984,1,1,empty,empty,1,hit_by_pitch
2026-07-26,822950,CLE,"Kwan, Steven",680757,2,1,1B,2B,0,field_out
2026-07-26,822950,CLE,"Ramírez, José",608070,2,2,2B,2B,1,strikeout
2026-07-26,822950,CLE,"DeLauter, Chase",800050,2,0,empty,empty,1,walk
2026-07-26,822950,CLE,"Rocchio, Brayan",677587,2,0,1B,1B,1,field_out
2026-07-26,822950,CLE,"Bazzana, Travis",683953,2,1,2B,2B,1,field_out
2026-07-26,822950,CLE,"Martínez, Angel",682657,2,2,2B,2B,1,field_out
2026-07-26,822950,CLE,"Manzardo, Kyle",700932,2,0,empty,empty,1,strikeout
2026-07-26,822950,CLE,"Hedges, Austin",595978,2,1,empty,empty,1,strikeout
2026-07-26,822950,CLE,"Halpin, Petey",690984,2,2,empty,empty,1,field_out
2026-07-26,822950,CLE,"Kwan, Steven",680757,3,0,empty,empty,1,field_out
2026-07-26,822950,CLE,"Ramírez, José",608070,3,1,empty,empty,1,field_out
2026-07-26,822950,CLE,"DeLauter, Chase",800050,3,2,empty,empty,1,strikeout
2026-07-26,822950,CLE,"Rocchio, Brayan",677587,3,0,empty,empty,1,field_out
2026-07-26,822950,CLE,"Bazzana, Travis",683953,3,1,empty,empty,1,strikeout
2026-07-26,822950,CLE,"Martínez, Angel",682657,3,2,empty,empty,1,field_out
2026-07-26,822950,CLE,"Fry, David",681807,1,0,empty,empty,1,strikeout
2026-07-26,822950,CLE,"Hedges, Austin",595978,3,1,empty,empty,1,field_out
2026-07-26,822950,CLE,"Hoskins, Rhys",656555,1,2,empty,empty,1,field_out
2026-07-26,822950,CLE,"Kwan, Steven",680757,4,0,empty,empty,1,field_out
2026-07-26,822950,CLE,"Ramírez, José",608070,4,1,empty,empty,1,field_out
2026-07-26,822950,CLE,"DeLauter, Chase",800050,4,2,empty,empty,1,walk
2026-07-26,822950,CLE,"Rocchio, Brayan",677587,4,2,1B,1B,1,strikeout
2026-07-28,824489,CLE,"Kwan, Steven",680757,1,0,empty,empty,1,field_out
2026-07-28,824489,CLE,"Ramírez, José",608070,1,1,empty,empty,1,field_out
2026-07-28,824489,CLE,"DeLauter, Chase",800050,1,2,empty,empty,1,field_out
2026-07-28,824489,CLE,"Hoskins, Rhys",656555,1,0,empty,empty,1,walk
2026-07-28,824489,CLE,"Rocchio, Brayan",677587,1,0,1B,1B,1,field_out
2026-07-28,824489,CLE,"Bazzana, Travis",683953,1,1,1B,1B,1,single
2026-07-28,824489,CLE,"Arias, Gabriel",672356,1,1,1B+3B,1B+3B,1,strikeout
2026-07-28,824489,CLE,"Hedges, Austin",595978,1,2,1B+3B,1B+3B,1,field_out
2026-07-28,824489,CLE,"Halpin, Petey",690984,1,0,empty,empty,1,hit_by_pitch
2026-07-28,824489,CLE,"Kwan, Steven",680757,2,0,1B,1B,1,walk
2026-07-28,824489,CLE,"Ramírez, José",608070,2,0,1B+2B,1B+2B,1,field_out
2026-07-28,824489,CLE,"DeLauter, Chase",800050,2,1,1B+2B,1B+2B,1,field_out
2026-07-28,824489,CLE,"Hoskins, Rhys",656555,2,2,1B+2B,1B+2B,1,field_out
2026-07-28,824489,CLE,"Rocchio, Brayan",677587,2,0,empty,empty,1,walk
2026-07-28,824489,CLE,"Bazzana, Travis",683953,2,0,1B,1B,1,strikeout
2026-07-28,824489,CLE,"Arias, Gabriel",672356,2,1,1B,1B,1,force_out
2026-07-28,824489,CLE,"Hedges, Austin",595978,2,2,1B,1B,1,single
2026-07-28,824489,CLE,"Halpin, Petey",690984,2,2,1B+2B,1B+2B,1,field_out
2026-07-28,824489,CLE,"Kwan, Steven",680757,3,0,empty,empty,1,strikeout
2026-07-28,824489,CLE,"Ramírez, José",608070,3,1,empty,empty,1,field_out
2026-07-28,824489,CLE,"DeLauter, Chase",800050,3,2,empty,empty,1,field_out
2026-07-28,824489,CLE,"Manzardo, Kyle",700932,1,0,empty,empty,1,field_out
2026-07-28,824489,CLE,"Rocchio, Brayan",677587,3,1,empty,empty,1,field_out
2026-07-28,824489,CLE,"Bazzana, Travis",683953,3,2,empty,empty,1,field_out
2026-07-28,824489,CLE,"Arias, Gabriel",672356,3,0,empty,empty,1,field_out
2026-07-28,824489,CLE,"Hedges, Austin",595978,3,1,empty,empty,1,field_out
2026-07-28,824489,CLE,"Halpin, Petey",690984,3,2,empty,empty,1,walk
2026-07-28,824489,CLE,"Kwan, Steven",680757,4,2,1B,1B,1,field_out
2026-07-28,824489,CLE,"Ramírez, José",608070,4,0,empty,empty,1,strikeout
2026-07-28,824489,CLE,"DeLauter, Chase",800050,4,1,empty,empty,1,strikeout
2026-07-28,824489,CLE,"Manzardo, Kyle",700932,2,2,empty,empty,1,hit_by_pitch
2026-07-28,824489,CLE,"Rocchio, Brayan",677587,4,2,1B,1B,1,field_out
2026-07-28,824489,CLE,"Bazzana, Travis",683953,4,0,empty,empty,1,strikeout
2026-07-28,824489,CLE,"Arias, Gabriel",672356,4,1,empty,empty,1,single
2026-07-28,824489,CLE,"Bailey, Patrick",672275,1,1,1B,1B,1,strikeout
2026-07-28,824489,CLE,"Halpin, Petey",690984,4,2,1B,2B,0,field_out
2026-07-28,824490,CLE,"Kwan, Steven",680757,1,0,empty,empty,1,field_out
2026-07-28,824490,CLE,"Ramírez, José",608070,1,1,empty,empty,1,single
2026-07-28,824490,CLE,"DeLauter, Chase",800050,1,1,1B,1B,1,field_error
2026-07-28,824490,CLE,"Bazzana, Travis",683953,1,1,1B+2B,1B+2B,1,walk
2026-07-28,824490,CLE,"Rocchio, Brayan",677587,1,1,1B+2B+3B,1B+2B+3B,1,field_out
2026-07-28,824490,CLE,"Manzardo, Kyle",700932,1,2,1B+2B+3B,1B+2B+3B,1,home_run
2026-07-28,824490,CLE,"Martínez, Angel",682657,1,2,empty,empty,1,strikeout
2026-07-28,824490,CLE,"Bailey, Patrick",672275,1,0,empty,empty,1,field_out
2026-07-28,824490,CLE,"Halpin, Petey",690984,1,1,empty,empty,1,single
2026-07-28,824490,CLE,"Kwan, Steven",680757,2,1,1B,2B,0,single
2026-07-28,824490,CLE,"Ramírez, José",608070,2,1,1B+3B,1B+3B,1,field_out
2026-07-28,824490,CLE,"DeLauter, Chase",800050,2,2,1B+3B,2B+3B,0,field_out
2026-07-28,824490,CLE,"Bazzana, Travis",683953,2,0,empty,empty,1,walk
2026-07-28,824490,CLE,"Rocchio, Brayan",677587,2,0,1B,empty,0,field_out
2026-07-28,824490,CLE,"Manzardo, Kyle",700932,2,2,empty,empty,1,strikeout
2026-07-28,824490,CLE,"Martínez, Angel",682657,2,0,empty,empty,1,strikeout
2026-07-28,824490,CLE,"Bailey, Patrick",672275,2,1,empty,empty,1,field_out
2026-07-28,824490,CLE,"Halpin, Petey",690984,2,2,empty,empty,1,field_out
2026-07-28,824490,CLE,"Kwan, Steven",680757,3,0,empty,empty,1,strikeout
2026-07-28,824490,CLE,"Ramírez, José",608070,3,1,empty,empty,1,single
2026-07-28,824490,CLE,"DeLauter, Chase",800050,3,1,1B,3B,0,sac_fly
2026-07-28,824490,CLE,"Bazzana, Travis",683953,3,2,empty,empty,1,field_out
2026-07-28,824490,CLE,"Rocchio, Brayan",677587,3,0,empty,empty,1,single
2026-07-28,824490,CLE,"Manzardo, Kyle",700932,3,0,1B,1B,1,grounded_into_double_play
2026-07-28,824490,CLE,"Martínez, Angel",682657,3,2,empty,empty,1,field_out
2026-07-28,824490,CLE,"Bailey, Patrick",672275,3,0,empty,empty,1,field_out
2026-07-28,824490,CLE,"Halpin, Petey",690984,3,1,empty,empty,1,field_out
2026-07-28,824490,CLE,"Kwan, Steven",680757,4,2,empty,empty,1,strikeout
2026-07-28,824490,CLE,"Ramírez, José",608070,4,0,empty,empty,1,field_out
2026-07-28,824490,CLE,"DeLauter, Chase",800050,4,1,empty,empty,1,single
2026-07-28,824490,CLE,"Bazzana, Travis",683953,4,1,1B,1B,1,single
2026-07-28,824490,CLE,"Rocchio, Brayan",677587,4,1,1B+3B,1B+3B,1,sac_bunt
2026-07-28,824490,CLE,"Manzardo, Kyle",700932,4,2,2B,2B,1,walk
2026-07-28,824490,CLE,"Martínez, Angel",682657,4,2,1B+2B,1B+2B,1,field_out
2026-07-28,824490,CLE,"Bailey, Patrick",672275,4,0,empty,empty,1,field_out
2026-07-28,824490,CLE,"Halpin, Petey",690984,4,1,empty,empty,1,single
2026-07-28,824490,CLE,"Kwan, Steven",680757,5,1,1B,1B,1,field_out
2026-07-28,824490,CLE,"Ramírez, José",608070,5,2,1B,1B,1,field_out
2026-07-29,824487,CLE,"Kwan, Steven",680757,1,0,empty,empty,1,field_out
2026-07-29,824487,CLE,"Ramírez, José",608070,1,1,empty,empty,1,field_out
2026-07-29,824487,CLE,"DeLauter, Chase",800050,1,2,empty,empty,1,single
2026-07-29,824487,CLE,"Bazzana, Travis",683953,1,2,1B,1B,1,field_out
2026-07-29,824487,CLE,"Rocchio, Brayan",677587,1,0,empty,empty,1,field_out
2026-07-29,824487,CLE,"Manzardo, Kyle",700932,1,1,empty,empty,1,strikeout
2026-07-29,824487,CLE,"Arias, Gabriel",672356,1,2,empty,empty,1,single
2026-07-29,824487,CLE,"Bailey, Patrick",672275,1,2,1B,1B,1,walk
2026-07-29,824487,CLE,"Halpin, Petey",690984,1,2,1B+2B,1B+2B,1,field_out
2026-07-29,824487,CLE,"Kwan, Steven",680757,2,0,empty,empty,1,single
2026-07-29,824487,CLE,"Ramírez, José",608070,2,0,1B,1B,1,single
2026-07-29,824487,CLE,"DeLauter, Chase",800050,2,0,1B+2B,1B+2B,1,strikeout
2026-07-29,824487,CLE,"Bazzana, Travis",683953,2,1,1B+2B,1B+2B,1,single
2026-07-29,824487,CLE,"Rocchio, Brayan",677587,2,1,1B+2B+3B,1B+2B+3B,1,field_out
2026-07-29,824487,CLE,"Manzardo, Kyle",700932,2,2,1B+2B+3B,1B+2B+3B,1,field_out
2026-07-29,824487,CLE,"Arias, Gabriel",672356,2,0,empty,empty,1,field_out
2026-07-29,824487,CLE,"Bailey, Patrick",672275,2,1,empty,empty,1,field_out
2026-07-29,824487,CLE,"Halpin, Petey",690984,2,2,empty,empty,1,field_out
2026-07-29,824487,CLE,"Kwan, Steven",680757,3,0,empty,empty,1,single
2026-07-29,824487,CLE,"Ramírez, José",608070,3,0,1B,1B,1,fielders_choice
2026-07-29,824487,CLE,"DeLauter, Chase",800050,3,0,1B+2B,1B+2B,1,walk
2026-07-29,824487,CLE,"Bazzana, Travis",683953,3,0,1B+2B+3B,1B+2B+3B,1,single
2026-07-29,824487,CLE,"Rocchio, Brayan",677587,3,0,1B+2B+3B,1B+2B+3B,1,strikeout
2026-07-29,824487,CLE,"Manzardo, Kyle",700932,3,1,1B+2B+3B,1B+2B+3B,1,walk
2026-07-29,824487,CLE,"Arias, Gabriel",672356,3,1,1B+2B+3B,1B+2B+3B,1,walk
2026-07-29,824487,CLE,"Bailey, Patrick",672275,3,1,1B+2B+3B,1B+2B+3B,1,sac_fly
2026-07-29,824487,CLE,"Halpin, Petey",690984,3,2,1B+2B,1B+2B,1,field_out
2026-07-29,824487,CLE,"Kwan, Steven",680757,4,0,empty,empty,1,field_out
2026-07-29,824487,CLE,"Ramírez, José",608070,4,1,empty,empty,1,single
2026-07-29,824487,CLE,"DeLauter, Chase",800050,4,1,3B,3B,1,walk
2026-07-29,824487,CLE,"Bazzana, Travis",683953,4,1,1B+3B,1B+3B,1,strikeout
2026-07-29,824487,CLE,"Rocchio, Brayan",677587,4,2,1B+3B,2B+3B,0,field_out
2026-07-29,824487,CLE,"Manzardo, Kyle",700932,4,0,empty,empty,1,home_run
2026-07-29,824487,CLE,"Arias, Gabriel",672356,4,0,empty,empty,1,double
2026-07-29,824487,CLE,"Bailey, Patrick",672275,4,0,2B,2B,1,field_out
2026-07-29,824487,CLE,"Halpin, Petey",690984,4,1,2B,2B,1,single
2026-07-29,824487,CLE,"Kwan, Steven",680757,5,1,1B+3B,2B+3B,0,sac_fly
2026-07-29,824487,CLE,"Ramírez, José",608070,5,2,2B,2B,1,field_out
2026-07-29,824487,CLE,"DeLauter, Chase",800050,5,0,empty,empty,1,field_out
2026-07-29,824487,CLE,"Bazzana, Travis",683953,5,1,empty,empty,1,strikeout
2026-07-29,824487,CLE,"Rocchio, Brayan",677587,5,2,empty,empty,1,double
2026-07-29,824487,CLE,"Manzardo, Kyle",700932,5,2,2B,2B,1,walk
2026-07-29,824487,CLE,"Arias, Gabriel",672356,5,2,1B+2B,1B+2B,1,field_out
2026-07-29,824487,CLE,"Bailey, Patrick",672275,5,0,empty,empty,1,strikeout
2026-07-29,824487,CLE,"Halpin, Petey",690984,5,1,empty,empty,1,field_out
2026-07-29,824487,CLE,"Kwan, Steven",680757,6,2,empty,empty,1,single
2026-07-29,824487,CLE,"Ramírez, José",608070,6,2,1B,1B,1,field_out
2026-07-31,824407,CLE,"Martínez, Angel",682657,1,0,empty,empty,1,field_out
2026-07-31,824407,CLE,"Ramírez, José",608070,1,1,empty,empty,1,walk
2026-07-31,824407,CLE,"DeLauter, Chase",800050,1,1,1B,2B,0,field_out
2026-07-31,824407,CLE,"Hoskins, Rhys",656555,1,2,2B,2B,1,single
2026-07-31,824407,CLE,"Rocchio, Brayan",677587,1,2,1B,1B,1,force_out
2026-07-31,824407,CLE,"Fry, David",681807,1,0,empty,empty,1,field_out
2026-07-31,824407,CLE,"Bazzana, Travis",683953,1,1,empty,empty,1,strikeout
2026-07-31,824407,CLE,"Hedges, Austin",595978,1,2,empty,empty,1,field_out
2026-07-31,824407,CLE,"Kwan, Steven",680757,1,0,empty,empty,1,single
2026-07-31,824407,CLE,"Martínez, Angel",682657,2,0,1B,1B,1,sac_bunt
2026-07-31,824407,CLE,"Ramírez, José",608070,2,1,2B,2B,1,field_out
2026-07-31,824407,CLE,"DeLauter, Chase",800050,2,2,3B,3B,1,strikeout
2026-07-31,824407,CLE,"Hoskins, Rhys",656555,2,0,empty,empty,1,walk
2026-07-31,824407,CLE,"Rocchio, Brayan",677587,2,0,1B,1B,1,grounded_into_double_play
2026-07-31,824407,CLE,"Fry, David",681807,2,2,empty,empty,1,walk
2026-07-31,824407,CLE,"Bazzana, Travis",683953,2,2,1B,1B,1,field_out
2026-07-31,824407,CLE,"Hedges, Austin",595978,2,0,empty,empty,1,field_out
2026-07-31,824407,CLE,"Kwan, Steven",680757,2,1,empty,empty,1,double
2026-07-31,824407,CLE,"Martínez, Angel",682657,3,1,2B,2B,1,field_out
2026-07-31,824407,CLE,"Ramírez, José",608070,3,2,3B,3B,1,intent_walk
2026-07-31,824407,CLE,"DeLauter, Chase",800050,3,2,1B+3B,1B+3B,1,field_out
2026-07-31,824407,CLE,"Manzardo, Kyle",700932,1,0,empty,empty,1,strikeout
2026-07-31,824407,CLE,"Rocchio, Brayan",677587,3,1,empty,empty,1,field_out
2026-07-31,824407,CLE,"Halpin, Petey",690984,1,2,empty,empty,1,field_out
2026-07-31,824407,CLE,"Bazzana, Travis",683953,3,0,empty,empty,1,field_out
2026-07-31,824407,CLE,"Hedges, Austin",595978,3,1,empty,empty,1,strikeout
2026-07-31,824407,CLE,"Kwan, Steven",680757,3,2,empty,empty,1,walk
2026-07-31,824407,CLE,"Martínez, Angel",682657,4,2,1B,1B,1,field_out
2026-07-31,824407,CLE,"Ramírez, José",608070,4,0,empty,empty,1,field_out
2026-07-31,824407,CLE,"DeLauter, Chase",800050,4,1,empty,empty,1,field_out
2026-07-31,824407,CLE,"Manzardo, Kyle",700932,2,2,empty,empty,1,field_out
2026-07-31,824407,CLE,"Rocchio, Brayan",677587,4,0,empty,empty,1,field_out
2026-07-31,824407,CLE,"Halpin, Petey",690984,2,1,empty,empty,1,field_out
2026-07-31,824407,CLE,"Bazzana, Travis",683953,4,2,empty,empty,1,strikeout
